accX,accY,accZ,gyroX,gyroY,gyroZ
-0.005841143429279327,-0.026577845215797424,0.03679800033569336,-0.7003883123397827,0.14937759935855865,-0.09780082106590271
0.004116840660572052,-0.027659207582473755,0.04192066192626953,-0.9360529184341431,0.17928557097911835,-0.11930464208126068
0.007719852030277252,-0.038733214139938354,0.04561722278594971,-1.2377426624298096,0.2032255232334137,-0.14096519351005554
0.004879496991634369,-0.06034877896308899,0.050084710121154785,-1.594753384590149,0.23669514060020447,-0.16683752834796906
-0.0007374957203865051,-0.07781291007995605,0.053946614265441895,-1.9789822101593018,0.2539963722229004,-0.18902751803398132
-0.009819403290748596,-0.09449657797813416,0.05698913335800171,-2.379267930984497,0.28416889905929565,-0.2091459184885025
-0.016760386526584625,-0.11610621213912964,0.06030386686325073,-2.7951154708862305,0.31240665912628174,-0.23538871109485626
-0.014808863401412964,-0.11928460001945496,0.0674431324005127,-3.1987903118133545,0.34640949964523315,-0.25921177864074707
-0.014768071472644806,-0.11329817771911621,0.07862502336502075,-3.679290533065796,0.42964744567871094,-0.2983165681362152
-0.009846679866313934,-0.11104771494865417,0.08145272731781006,-4.310523986816406,0.5275569558143616,-0.39065176248550415
-0.0006724223494529724,-0.10840797424316406,0.08388668298721313,-5.0223565101623535,0.6208011507987976,-0.4698517620563507
0.004503756761550903,-0.10941928625106812,0.10447251796722412,-5.762928009033203,0.7578951716423035,-0.5266181826591492
0.01901376247406006,-0.129186749458313,0.11768054962158203,-6.491742134094238,0.9727379679679871,-0.5562111735343933
0.04038292169570923,-0.15188336372375488,0.13148212432861328,-7.072692394256592,1.1833858489990234,-0.5660873651504517
0.051151446998119354,-0.16339457035064697,0.15196192264556885,-7.469882488250732,1.4366036653518677,-0.5141221284866333
0.05885305628180504,-0.18008792400360107,0.13867723941802979,-7.60266637802124,1.6643387079238892,-0.40876486897468567
0.06825616955757141,-0.19206255674362183,0.08320963382720947,-7.563014507293701,1.9025377035140991,-0.23405350744724274
0.0802278220653534,-0.1891568899154663,0.017594218254089355,-7.443705081939697,2.169560432434082,-0.05078115686774254
0.09506534785032272,-0.17320311069488525,-0.03656339645385742,-7.278935432434082,2.409888505935669,0.16080059111118317
0.11337275803089142,-0.15321511030197144,-0.059889644384384155,-6.926130771636963,2.5817294120788574,0.4720005393028259
0.14439842104911804,-0.15049254894256592,-0.053382158279418945,-6.4016242027282715,2.696988344192505,0.8710094690322876
0.19025851786136627,-0.1276950240135193,-0.06706833839416504,-5.649457931518555,2.7654244899749756,1.2121251821517944
0.22999942302703857,-0.06568020582199097,-0.16415339708328247,-4.647210597991943,2.709710121154785,1.5150781869888306
0.23809918761253357,0.00829094648361206,-0.34292006492614746,-3.433255672454834,2.57085919380188,1.7956318855285645
0.2148781716823578,0.10359740257263184,-0.5078198909759521,-2.172346353530884,2.4067773818969727,2.0102553367614746
0.17734186351299286,0.22960227727890015,-0.5824987888336182,-1.0451613664627075,2.2633633613586426,2.112269878387451
0.1095961481332779,0.3135422468185425,-0.5543086528778076,0.083570197224617,2.1582789421081543,2.2500717639923096
0.017763853073120117,0.4178107976913452,-0.4673237204551697,1.0424118041992188,1.9741077423095703,2.3226687908172607
-0.0405597984790802,0.5255663990974426,-0.4346499741077423,1.686800479888916,1.7664282321929932,2.4056601524353027
-0.027503594756126404,0.5640355944633484,-0.4791259169578552,2.018481492996216,1.5462090969085693,2.4699630737304688
0.013062804937362671,0.5330275297164917,-0.5414824485778809,2.1795880794525146,1.266729712486267,2.489218235015869
0.03425097465515137,0.4741155505180359,-0.6344286203384399,2.392394542694092,0.9999465346336365,2.543389320373535
0.011327743530273438,0.4376322627067566,-0.7249971628189087,2.5715456008911133,0.8071685433387756,2.4587340354919434
-0.06815585494041443,0.4330824613571167,-0.7320342063903809,2.7549245357513428,0.7588847279548645,2.3130557537078857
-0.17812803387641907,0.5145074129104614,-0.6134165525436401,2.9714348316192627,0.89737468957901,2.178105354309082
-0.24735158681869507,0.6282238960266113,-0.4008023738861084,3.164095163345337,0.9815791845321655,2.146049976348877
-0.2151639461517334,0.685836672782898,-0.174760639667511,3.2818946838378906,0.913325309753418,2.3688931465148926
